	item_name	item_url	item_phones_list	item_address	item_site
64	Стоматологический центр Гелиодент	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_geliodent_na_ulitse_admirala_fokina/	['+74232300330', '+79242563246', '+74232013031']	Владивосток,   улица Адмирала Фокина,   1а, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvladstom.ru%2F&hash=b6a972e38518f2601b1a5f19526e3f43&from=546672ed40c088f15a8ded2e.cd6f&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_geliodent_na_ulitse_admirala_fokina%2F
65	Стоматологический центр Кириллица	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_kirillitsa_na_ulitse_kalinina/	['+74232284286', '+79146724374']	Владивосток,   улица Калинина,   25, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.ortodont-dv.ru%2F&hash=86aa619a864ed1c997799d2b70616042&from=546672ee40c088f15a8ded82.0d13&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_kirillitsa_na_ulitse_kalinina%2F
66	Независимый центр рентгенодиагностики Пикассо	https://vladivostok.zoon.ru/medical/nezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_aleutskoj_ulitse/	['+74232790749']	Владивосток,   Алеутская улица,   45, 502/1 офис; 5 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fpicasso-diagnostic.ru%2Fpatients%2F&hash=14ce53526f18cf019ed73370d279dbe8&from=5d8068d549bb64166c4d539b.2099&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fnezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_aleutskoj_ulitse%2F
67	Медицинский центр George	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_george_v_ussurijske/	['+74234358735', '+78003029400']	Приморский край, Уссурийск,    Маяковского,    100, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fg-george.ru&hash=afc0f0fd30188b247c9c63fb0d3e53b5&from=5d819bd810de9a0dd94eed1b.8850&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_george_v_ussurijske%2F
68	Стоматологическая клиника Профдент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_profdent_na_partizanskom_prospekte/	['+74232406815']	Владивосток,   Партизанский проспект,   2А, 1 этаж	
69	Стоматология Дентонекс	https://vladivostok.zoon.ru/medical/stomatologiya_dentoneks_na_russkoj_ulitse/	['+74232325578', '+74232243626']	Владивосток,   Русская улица,   66, 1 этаж	
70	Стоматологическая клиника Dental-Studio	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dental-studio_na_zaporozhskoj_ulitse/	['+74232200266']	Владивосток,   Запорожская улица,   77, 540 офис; 5 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fwww.dental-s.su%2F&hash=a1f6f5eeaf62a378e711ce262776b98f&from=57dc565e40c088373b9102b6.8ef0&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dental-studio_na_zaporozhskoj_ulitse%2F
71	Стоматологическая клиника Диадент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_diadent/	['+79940042004', '+79241208040']	Владивосток,   Пологая улица,   54а, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdiadentvl.ru&hash=0b597fc44527fb38c6fa1c0f7a6ac1e8&from=5567007a40c0886e4c8c8411.9963&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_diadent%2F
72	Лазерная стоматология ДЕНТ-арт	https://vladivostok.zoon.ru/medical/lazernaya_stomatologiya_dent-art_na_moskovskoj_ulitse/	['+74232469154', '+74232440242']	Владивосток,   Московская улица,   1, 1 офис; 1 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fdent-art-vl.com%2F&hash=24a2aaf59de0dcdad2cbd8d2c12e25a0&from=546672f240c088f15a8df05c.2349&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Flazernaya_stomatologiya_dent-art_na_moskovskoj_ulitse%2F
73	Стоматология Адонис	https://vladivostok.zoon.ru/medical/stomatologiya_adonis_v_pervorechenskom_rajone/	['+74232332801']	Владивосток,   улица Фирсова,   6, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stom-adonis.ru&hash=4a8f0fbb0dafca2cc83a58bd0ceb6dfd&from=546672ee40c088f15a8dee13.a145&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_adonis_v_pervorechenskom_rajone%2F
74	Компания по организации лечения за рубежом SmartMedKorea	https://vladivostok.zoon.ru/medical/kompaniya_po_organizatsii_lecheniya_za_rubezhom_smartmedkorea/	['+78006004813', '+74232656575', '+79084441543']	Владивосток,   Океанский проспект,   17, офис 410	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fsmartmedkorea.ru&hash=2b3b04d9b3565da004b1b2bb2ee24814&from=5e2e49155911523c9e608ccb.8a10&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fkompaniya_po_organizatsii_lecheniya_za_rubezhom_smartmedkorea%2F
75	Отделение терапевтической стоматологии Краевая стоматологическая поликлиника	https://vladivostok.zoon.ru/medical/otdelenie_terapevticheskoj_stomatologii_kraevaya_stomatologicheskaya_poliklinika_na_ulitse_50_let_vlksm/	['+74232255781']	Владивосток,   улица 50 лет ВЛКСМ,   17, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvlstom2.ru&hash=cc0ad9eb5cd85dbbdb1427aa2caf3cb6&from=5567007440c0886e4c8c817d.201a&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fotdelenie_terapevticheskoj_stomatologii_kraevaya_stomatologicheskaya_poliklinika_na_ulitse_50_let_vlksm%2F
76	Клиника Гармония	https://vladivostok.zoon.ru/medical/klinika_garmoniya_na_pogranichnoj_ulitse_v_nahodke/	['+74236613261', '+79841520388', '+79020703137', '+79143262085', '+74236640043']	Приморский край, Находка,    Пограничная,    2, 1 этаж	
77	Стоматологическая клиника Евро-cтом	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_evro-ctom_na_pushkinskoj_ulitse/	['+74232207107', '+74232945352', '+79089945352']	Владивосток,   Пушкинская улица,   48, цокольный этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.evro-stom.ru%2F&hash=ccb0ec6d3e927db2d20d089b63f4994c&from=546672f340c088f15a8df1bf.598a&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_evro-ctom_na_pushkinskoj_ulitse%2F
78	Стоматология Колот	https://vladivostok.zoon.ru/medical/stomatologiya_kolot_na_ulitse_ostryakova/	['+74232423831', '+74232420202']	Владивосток,   проспект Острякова,   1, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.kolot.ru%2F&hash=3bb00ad71ded521ed0393b856b449f93&from=546672ed40c088f15a8ded6a.2f88&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_kolot_na_ulitse_ostryakova%2F
79	Стоматология Империал плюс	https://vladivostok.zoon.ru/medical/stomatologiya_imperial_plyus_na_ulitse_karbysheva/	['+74232090012']	Владивосток,   Карбышева улица,   22, 1 этаж	
80	Стоматология Дубровский	https://vladivostok.zoon.ru/medical/stomatologiya_dubrovskij/	['+79147071688', '+74232771688']	Владивосток,   Сахалинская улица,   11, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdubrovskii.pro&hash=6bdd87beafe0e125a69c596e2ece5af3&from=5ffe991d87ab210d41179abc.dc7d&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_dubrovskij%2F
81	Детская стоматологическая поликлиника Краевая стоматологическая поликлиника	https://vladivostok.zoon.ru/medical/detskaya_stomatologicheskaya_poliklinika_kraevaya_stomatologicheskaya_poliklinika_na_ulitse_suhanova/	['+74232432873', '+74232432852', '+74232607513']	Владивосток,   улица Суханова,   1, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fpkdetstom.ru&hash=4bd3ff538687b5bc2a26f2b4cd9f1fad&from=5567007540c0886e4c8c81c8.1076&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fdetskaya_stomatologicheskaya_poliklinika_kraevaya_stomatologicheskaya_poliklinika_na_ulitse_suhanova%2F
82	Стоматологическая клиника Стом лайн-м	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_stom_lajn-m/	['+74232791060', '+74232791061']	Владивосток,   улица Стрельникова,   7, 105 кабинет; 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stom-line.com&hash=85b4f0af2c928ace19121bcd711bc575&from=546672f540c088f15a8df2f2.6347&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_stom_lajn-m%2F
83	Стоматологическая клиника Аквамарин-Дент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_akvamarin-dent_na_ulyanovskoj_ulitse/	['+74232808303']	Владивосток,   улица Ульяновская,   7, 306 офис; 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fakvamarin-dent.ru&hash=047102c4ff4fad963f7263a7e1d52665&from=546672f240c088f15a8df129.ad7c&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_akvamarin-dent_na_ulyanovskoj_ulitse%2F
84	Инфекционное отделение Владивостокский родильный дом № 3	https://vladivostok.zoon.ru/medical/infektsionnoe_otdelenie_vladivostokskij_rodilnyj_dom_3_v_pervorechenskom_rajone/	['+74232276510', '+74232366045']	Владивосток,   улица Завойко,   8, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.rod3.ru&hash=61a703d619b4d2c332de03f3fe229b4e&from=546672ee40c088f15a8dedfe.ccff&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Finfektsionnoe_otdelenie_vladivostokskij_rodilnyj_dom_3_v_pervorechenskom_rajone%2F
85	Стоматологическая клиника Ортодент-Р	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_ortodent-r_v_leninskom_rajone/	['+74232790323', '+74232954025', '+74232227805', '+74232790756']	Владивосток,   Новоивановская улица,   3, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fortodent-vl.ru&hash=ff1231fbd6edfae166572cc58aaf8a47&from=546672ee40c088f15a8dee53.5df6&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_ortodent-r_v_leninskom_rajone%2F
86	Стоматология Апекс	https://vladivostok.zoon.ru/medical/stomatologiya_apeks_vo_frunzenskom_rajone/	['+74232610001', '+74232016102', '+79146672164']	Владивосток,   Верхнепортовая улица,   42, 1 этаж	
87	Стоматология Витадент	https://vladivostok.zoon.ru/medical/stomatologiya_vitadent_na_ulitse_ovchinnikova/	['+74232336508', '+74232365166']	Владивосток,   улица Овчинникова,   10, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvitadent-vl.ru%2F&hash=7bfed58388e69eda16474d1f4787843f&from=546672ed40c088f15a8ded2a.f53d&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_vitadent_na_ulitse_ovchinnikova%2F
88	Диагностический центр 3D Томография	https://vladivostok.zoon.ru/medical/diagnosticheskij_tsentr_3d_tomografiya_na_fastovskoj_ulitse/	['+79679587119']	Владивосток,   Фастовская улица,   2, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2F%D1%82%D0%BE%D0%BC%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%D0%B2%D0%BB.%D1%80%D1%84&hash=9e26c48305c8d3f39d7452b1d30e7428&from=5a3bbd01a24fd925a15c5b78.a436&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fdiagnosticheskij_tsentr_3d_tomografiya_na_fastovskoj_ulitse%2F
89	Стоматологическая клиника Генциана Дент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_gentsiana_dent/	['+74232641706', '+74232639509']	Владивосток,   улица Нейбута,   65а, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B3%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BD%D0%B0-%D0%B4%D0%B5%D0%BD%D1%82.%D1%80%D1%84&hash=013d6f01baf4c1ed3ae08130261f74d0&from=546672ed40c088f15a8ded32.d351&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_gentsiana_dent%2F
90	Медицинский центр Ультрадент	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_ultradent_na_ulitse_tolstogo/	['+74232608860', '+74232600333']	Владивосток,   улица Толстого,   41в, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fultradentdv.ru&hash=f64fdefbee059195f2908207ad8a483d&from=546672ed40c088f15a8decfe.ccd6&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_ultradent_na_ulitse_tolstogo%2F
91	Стоматологический кабинет Радуга Улыбок	https://vladivostok.zoon.ru/medical/stomatologicheskij_kabinet_raduga_ulybok_v_ussurijske/	['+79147191730']	Приморский край, Уссурийск,    Кирова,    45а, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fraduga-ulybok.ru&hash=1ca1413f213189b78286c22c8bbd0cd7&from=5d81a44a10de9a0dd94f3173.5d26&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_kabinet_raduga_ulybok_v_ussurijske%2F
92	Стоматология Звезда	https://vladivostok.zoon.ru/medical/stomatologiya_zvezda_na_ulitse_borisenko/	['+74232634545', '+79242634545']	Владивосток,   улица Борисенко,   28, 1 этаж	
93	Клиника Имплантс	https://vladivostok.zoon.ru/medical/klinika_implants_na_shilkinskoj/	['+74232436551', '+74232436553']	Владивосток,   Шилкинская улица,   6в	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fimplants-dent.ru%2F&hash=49a89c56712bb8edbf3629307617e826&from=546672ed40c088f15a8ded5e.3840&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_implants_na_shilkinskoj%2F
94	Центр рентген-диагностики Voxel	https://vladivostok.zoon.ru/medical/tsentr_rentgen-diagnostiki_voxel_na_komsomolskoj_ulitse/	['+74232393484']	Владивосток,   Комсомольская улица,   13, 1 этаж; Монастырёв.рф	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvoxelpro.ru&hash=3efddc2aeb26d3135868ac65b108b42a&from=605485090c01870af865b3ab.45cb&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Ftsentr_rentgen-diagnostiki_voxel_na_komsomolskoj_ulitse%2F
95	Стоматологическая клиника Апекс-Дент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_apeks-dent/	['+74232972472']	Владивосток,   Уральская улица,   6, цокольный этаж	
96	Стоматология Улыбка	https://vladivostok.zoon.ru/medical/stomatologiya_ulybka_na_ulitse_nekrasova_v_ussurijske-5697/	['+74234321295', '+79241255002', '+79147135260']	Приморский край, Уссурийск,    улица Некрасова,    22, 5 этаж; правое крыло	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fulibka-plus.ru&hash=e9afd4278180e4af0527fe4649abe5e9&from=5d819c4510de9a0dd94ef1c4.2b9e&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_ulybka_na_ulitse_nekrasova_v_ussurijske-5697%2F
97	Стоматология Сона	https://vladivostok.zoon.ru/medical/stomatologiya_sona_na_russkoj_ulitse/	['+74232320614', '+74232320616']	Владивосток,   Русская улица,   17, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Ffirmasona.com%2F&hash=4c41ea0e10e33d244851ed978e43c0e9&from=546672ee40c088f15a8ded9a.ae83&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_sona_na_russkoj_ulitse%2F
98	Санаторий Океан	https://vladivostok.zoon.ru/medical/sanatorij_okean/	['+74232464643', '+74232468900', '+74232462546', '+74232464632', '+74232656534']	Владивосток,   Садгородская улица,   21, 8 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fokean25.ru&hash=c0ba02d9142ff452a76cb673fdcc9b6b&from=546672f640c088f15a8df386.5d70&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fsanatorij_okean%2F
99	Стоматология ДВ-Дент	https://vladivostok.zoon.ru/medical/stomatologiya_dv-dent/	['+74232806809', '+74232200052']	Владивосток,   улица Жигура,   26, 305 офис; 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B4%D0%B2-%D0%B4%D0%B5%D0%BD%D1%82.%D1%80%D1%84&hash=a434eefbe92298b79a00d48ef46fc4a0&from=57dc565740c088373b910252.57eb&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_dv-dent%2F
100	Стоматологический кабинет Персик	https://vladivostok.zoon.ru/medical/stomatologicheskij_kabinet_persik_na_ulitse_ovchinnikova/	['+79502960085', '+74232367328']	Владивосток,   улица Овчинникова,   6, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdentist-7224.business.site&hash=d14faf4de188975c699646e0a7824529&from=546672ee40c088f15a8ded7a.71df&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_kabinet_persik_na_ulitse_ovchinnikova%2F
101	Клиника эстетической стоматологии Семейный доктор	https://vladivostok.zoon.ru/medical/klinika_esteticheskoj_stomatologii_semejnyj_doktor_na_sovetskoj_ulitse_v_ussurijske/	['+74234212141', '+79244228777']	Приморский край, Уссурийск,    Советская улица,    70А, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fstomdoktor.ru&hash=7543510c6c41fc9696e1e10a60597608&from=5d819c4410de9a0dd94ef1ba.8917&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_esteticheskoj_stomatologii_semejnyj_doktor_na_sovetskoj_ulitse_v_ussurijske%2F
102	Стоматологическая клиника Добрый доктор	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dobryj_doktor/	['+74232098409', '+79841998409']	Владивосток,   улица Адмирала Юмашева,   4, 1 этаж	
103	Уссурийская стоматологическая поликлиника	https://vladivostok.zoon.ru/medical/ussurijskaya_stomatologicheskaya_poliklinika_na_krasnoznamyonnoj_ulitse_v_ussurijske/	['+74234335941', '+74234335202']	Приморский край, Уссурийск,    Краснознамённая,    147а, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fussgsp.ru%2F&hash=4ce00b930ef27259fe11b7e08e617956&from=5d819c6b10de9a0dd94ef355.e03c&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fussurijskaya_stomatologicheskaya_poliklinika_na_krasnoznamyonnoj_ulitse_v_ussurijske%2F
104	Семейный центр Центр коллаж	https://vladivostok.zoon.ru/beauty/semeynyy_tsentr_tsentr_kollazh/	['+74232964699', '+79089921067']	Владивосток,   улица Ватутина,   4а, цокольный этаж	
105	Стоматологическая клиника Dental-Studio	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dental-studio_v_pervomajskom_rajone/	['+74232200266']	Владивосток,   улица Калинина,   39, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.dental-s.su&hash=45374eebcd81eeae8c5dfa83c1fbd16c&from=546672ee40c088f15a8dee37.adae&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dental-studio_v_pervomajskom_rajone%2F
106	Стоматологический центр Роял дент технолоджи	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_royal_dent_tehnolodzhi_na_ulitse_frunze_v_nahodke-4174/	['+74236628328', '+79149652481']	Приморский край, Находка,    Фрунзе,    20, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Froyal-dent.ru&hash=38b602e340b990f9c8c0ef8d79405d02&from=5d8190ff10de9a0dd94ea294.001d&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_royal_dent_tehnolodzhi_na_ulitse_frunze_v_nahodke-4174%2F
107	Стоматологический кабинет Витадент	https://vladivostok.zoon.ru/medical/stomatologicheskij_kabinet_vitadent_na_prospekte_mira_v_nahodke-7b85/	['+74236691795']	Приморский край, Находка,    проспект Мира,    18, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvitadent-n.ru%2F&hash=14b42642a58a43ebaf28faca79a0e259&from=5d8190fb10de9a0dd94ea263.e61e&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_kabinet_vitadent_na_prospekte_mira_v_nahodke-7b85%2F
108	Цифровая стоматология доктора Шадрина	https://vladivostok.zoon.ru/medical/tsifrovaya_stomatologiya_doktora_shadrina_na_partizanskoj_ulitse_v_nahodke/	['+74236622400', '+79940007520']	Приморский край, Находка,    Партизанская улица,    13А, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdoctor-shadrin.ru&hash=fe38b9b382b1f76bc9b62f7c68f50490&from=5d8190f910de9a0dd94ea246.9b17&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Ftsifrovaya_stomatologiya_doktora_shadrina_na_partizanskoj_ulitse_v_nahodke%2F
109	Стоматология Кедр	https://vladivostok.zoon.ru/medical/stomatologiya_kedr/	['+74232605440', '+74232515696']	Владивосток,   Верхнепортовая улица,   9, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fkedrstom.ru%2F&hash=3c359ac78f53ccc560b0056df273579d&from=546672f240c088f15a8df13d.5c3f&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_kedr%2F
110	Стоматологическая клиника Блеск	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_blesk_na_narodnom_prospekte/	['+74232450484', '+74232446383']	Владивосток,   Народный проспект,   19, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.blesk-st.ru&hash=899fd6ca2a63b3481fc716880b6609e7&from=546672ed40c088f15a8ded22.fe53&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_blesk_na_narodnom_prospekte%2F
111	Стоматологическая клиника Д.К. Дент	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dk_dent/	['+74232561818', '+79025561818']	Владивосток,   улица Ильичёва,   27	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdk-dent.ru%2F&hash=6ed3971c433baa455ef23ed6bff19d77&from=608b5658b8fc5f51d441aad5.2537&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dk_dent%2F
112	Ортодонтическая клиника Дентис	https://vladivostok.zoon.ru/medical/ortodonticheskaya_klinika_dentis/	['+74233774049', '+79020774049']	Приморский край, Артем,    Интернациональная улица,    71, 6 офис; 2 этаж	
113	Стоматологическая клиника доктора Безручко	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_doktora_bezruchko/	['+74232427744']	Владивосток,   Амурская улица,   26, 1 этаж	
114	Клиника Ортодонтикс групп	https://vladivostok.zoon.ru/medical/klinika_ortodontiks_grupp_na_ulitse_stanyukovicha/	['+74232513900']	Владивосток,   улица Станюковича,   52, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.ortodontics.ru&hash=71906df24ef935355cdc798c8fb71d7f&from=546672ee40c088f15a8dee57.aa97&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_ortodontiks_grupp_na_ulitse_stanyukovicha%2F
115	Стоматологическая клиника Улыбка	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_ulybka_na_port-arturskoj_ulitse/	['+79940012791', '+74232488429']	Приморский край, пос. Трудовое,    Порт-Артурская улица,    25, 2 этаж	
116	Стоматологический центр Хэппи смайл	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_heppi_smajl/	['+74236775556', '+74236670252']	Приморский край, Находка,    Спортивная,    16, 1 этаж	
117	Клиника Алёнка	https://vladivostok.zoon.ru/medical/klinika_alyonka_na_makovskogo/	['+74232795725', '+74232795726']	Владивосток,   улица Маковского,   7Б, 4 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Falenkadv.ru&hash=7e3f33b70426fe7dab28abe44129519a&from=58e24d7440c08872708d3cd4.9bb5&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_alyonka_na_makovskogo%2F
118	Стоматология Мой стоматолог	https://vladivostok.zoon.ru/medical/stomatologiya_moj_stomatolog/	['+74232273770']	Владивосток,   Окатовая улица,   1	
119	Стоматология Аквамарин плюс	https://vladivostok.zoon.ru/medical/stomatologiya_akvamarin_plyus/	['+74232376066', '+74232318984']	Владивосток,   улица Кирова,   23, 230 офис; 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fakvamarinstom.ru&hash=d857ad4c7dfdf0d0a1d0f65074ef72f4&from=546672ee40c088f15a8dee17.a9b6&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_akvamarin_plyus%2F
120	Детская стоматология George group	https://vladivostok.zoon.ru/medical/detskaya_stomatologiya_george_group_na_svetlanskoj_ulitse-5b1d/	['+78002221001', '+74232269999']	Владивосток,   Светланская улица,   157, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fg-george.ru&hash=afc0f0fd30188b247c9c63fb0d3e53b5&from=546672f540c088f15a8df338.bf6b&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fdetskaya_stomatologiya_george_group_na_svetlanskoj_ulitse-5b1d%2F
