	item_name	item_url	item_phones_list	item_address	item_site
66	Городская клиническая больница им. Д.Н. Матвеева	https://khabarovsk.zoon.ru/medical/gorodskaya_klinicheskaya_bolnitsa_im_dn_matveeva/	['+74212304620']	Хабаровск,   Муравьёва-Амурского,   54	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fmatveeva.su&hash=284157417596a70ab832ee05cc498755&from=54667acd40c088ea5a8ed6ce.8887&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fgorodskaya_klinicheskaya_bolnitsa_im_dn_matveeva%2F
67	Клиника эстетической стоматологии и имплантации ОСКАРМЕД	https://khabarovsk.zoon.ru/medical/klinika_esteticheskoj_stomatologii_i_implantatsii_oskarmed_na_ulitse_kola_beldy/	['+79241002809']	Хабаровск,  улица Кола Бельды,  1, 2 этаж	
68	Независимый центр рентгенодиагностики Пикассо	https://khabarovsk.zoon.ru/medical/nezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_krasnorechenskoj_ulitse/	['+74212260535']	Хабаровск,   улица Краснореченская,   74, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fpicasso-diagnostic.ru&hash=61738df6b1e566c2e6ee15febf63e659&from=5d01fb15d6a1336634092af3.96bb&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fnezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_krasnorechenskoj_ulitse%2F
69	Студия эстетической стоматологии Стоматолог и я	https://khabarovsk.zoon.ru/medical/studiya_esteticheskoj_stomatologii_stomatolog_i_ya_na_solnechnoj_ulitse/	['+79147787111', '+79141561656']	Хабаровский край,   с. Некрасовка,   улица Солнечная,   1, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stomatologiya27.ru&hash=9fadda1e90a3797d425a7d7e25e0f801&from=54667ad440c088ea5a8edaa6.3925&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstudiya_esteticheskoj_stomatologii_stomatolog_i_ya_na_solnechnoj_ulitse%2F
70	Стоматология Приоритет	https://khabarovsk.zoon.ru/medical/stomatologiya_prioritet/	['+74212560000', '+79145422366']	Хабаровск,   улица Запарина,   137, цокольный этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fprioritetstom.ru%2F&hash=c899af8194f39b223bf5d0492f7f3e5c&from=54667ad240c088ea5a8ed962.1184&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_prioritet%2F
71	Стоматологическая клиника Экостомдв	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_ekostomdv/	['+79141582823', '+74212202823']	Хабаровск,   Краснореченская,   155	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.%D1%8D%D0%BA%D0%BE%D1%81%D1%82%D0%BE%D0%BC.%D1%80%D1%84&hash=6f90d78610ef5a8e913f1bbf15b9617a&from=5c13f858c202211c1225fce5.3dda&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_ekostomdv%2F
72	Стоматологическая студия Тарилюкс	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_studiya_tarilyuks_na_ulitse_dzerzhinskogo/	['+74212461888']	Хабаровск,   улица Дзержинского,   65, 1—3 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.tarilux.ru&hash=cb7b16a1b4cb5adddac665721612b84c&from=54667acd40c088ea5a8ed69d.3188&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_studiya_tarilyuks_na_ulitse_dzerzhinskogo%2F
73	Стоматологический центр Дэкодент	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_dekodent/	['+74212270908']	Хабаровск,   улица Костромская,   48Б, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdecodent.ru&hash=4aa610a1382fd4dfc5a051384fd662eb&from=54667ad340c088ea5a8ed9ea.946a&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_dekodent%2F
74	Стоматологическая клиника Тубер-2	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_tuber-2_v_tsentralnom_rajone/	['+74212213399', '+74212604488']	Хабаровск,   улица Ленина,   28, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Ftuberstom.ru&hash=c4d283b7d5fdcf74e52bd51e5a1c338d&from=54667acf40c088ea5a8ed894.a1e1&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_tuber-2_v_tsentralnom_rajone%2F
75	Стоматология Артдент	https://khabarovsk.zoon.ru/medical/stomatologiya_artdent/	['+74212631619', '+74212475038', '+79294061619']	Хабаровск,   Гагарина,   11, 1 офис; 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fartdent27.ru%2F&hash=a6807457415963cde69903d811eb99f0&from=54667acf40c088ea5a8ed7e1.890e&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_artdent%2F
76	Детское отделение РЖД-медицина	https://khabarovsk.zoon.ru/medical/detskoe_otdelenie_rzhd-meditsina_na_shkolnoj_ulitse_32a-2c34/	['+79241005471']	Хабаровск,   улица Школьная,   32а, 1 этаж	
77	Стоматологическая поликлиника Уни-стом	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_uni-stom/	['+74212324615', '+74212326492']	Хабаровск,   улица Муравьёва-Амурского,   30, 1 этаж	
78	Стоматология Dr.Teeth	https://khabarovsk.zoon.ru/medical/stomatologiya_drteeth/	['+74212470027', '+79141998866']	Хабаровск,   Молдавский переулок,   3а	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.drteeth-khv.ru&hash=2f93cce13e30ca867513b6417acd3ac9&from=5f7eb05ffc161e6e7b8025e5.3e1d&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_drteeth%2F
79	Социальная стоматология	https://khabarovsk.zoon.ru/medical/sotsialnaya_stomatologiya/	['+74212455790', '+79242129830']	Хабаровск,  улица Павла Леонтьевича Морозова,  46, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2F%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F.%D1%80%D1%84%2F&hash=3d0586a7e626aa826fa5ff24d1d65dea&from=5a3bc2c1a24fd912fa06c166.ddd3&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fsotsialnaya_stomatologiya%2F
80	Стоматология Пиранья	https://khabarovsk.zoon.ru/medical/stomatologiya_piranya_v_industrialnom_rajone/	['+79625012008', '+74212410522', '+74212412534']	Хабаровск,  улица Павловича,  13, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fpiranya-stom.ru%2F&hash=bc5118e4e822df2cdffbcba67dfd0854&from=54667acf40c088ea5a8ed826.94a6&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_piranya_v_industrialnom_rajone%2F
81	Независимый центр рентгенодиагностики Пикассо	https://khabarovsk.zoon.ru/medical/nezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_ulitse_dzerzhinskogo/	['+74212260535']	Хабаровск,   улица Дзержинского,   65, 714 офис; 7 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fpicasso-diagnostic.ru%2F&hash=d925a4eac2e6fae71833d41da043ed08&from=5cff41e6231bbaac5f47d7b6.6ce8&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fnezavisimyj_tsentr_rentgenodiagnostiki_pikasso_na_ulitse_dzerzhinskogo%2F
82	Стоматологический центр Миластом	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_milastom_na_tihookeanskoj_ulitse/	['+74212761343']	Хабаровск,   Тихоокеанская,   218а лит А	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fmilastom.ru&hash=c757bc65bac4e6c5bd73a63d4df085f6&from=5aa2f52da24fd9153733c467.b017&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_milastom_na_tihookeanskoj_ulitse%2F
83	Стоматологическая клиника Белый кофе	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_belyj_kofe/	['+74212740644']	Хабаровск,   улица Советская,   50, 1—2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fcoffee-stom.ru%2F&hash=8c972d3e3261a906d6541eae0a74f965&from=54667acf40c088ea5a8ed7ed.a0a0&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_belyj_kofe%2F
84	Стоматология Гармония	https://khabarovsk.zoon.ru/medical/stomatologiya_garmoniya/	['+74212667722', '+79625879199']	Хабаровск,   улица Владивостокская,   22, 11 офис; 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fgarmonia-dv.ru&hash=c3fd883df1d182be04a32cf2e5ac5066&from=54667ad340c088ea5a8eda54.69e1&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_garmoniya%2F
85	Стоматологическая клиника СТ-Дент	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_st-dent/	['+74212636063', '+74212365552']	Хабаровск,  пер. Картографический,  д. 5-А, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.%D1%81%D1%82%D0%B4%D0%B5%D0%BD%D1%82.%D1%80%D1%84%2F&hash=e9b8eb9dbc44089403936feee3ba5ae0&from=54667acf40c088ea5a8ed83e.5c4f&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_st-dent%2F
86	Стоматологический центр Суприма Дент	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_suprima_dent_na_amurskom_bulvare/	['+74212421629']	Хабаровск,   Амурский бульвар,   12	
87	Стоматологический центр Статус-Мед	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_status-med/	['+79142037529', '+74212730376']	Хабаровск,   улица Трёхгорная,   64, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstatusmed27.ru&hash=a28d8110790c8f690d1f7eeb80403830&from=54667acf40c088ea5a8ed7bc.c699&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_status-med%2F
88	Стоматология Дентал-комплекс	https://khabarovsk.zoon.ru/medical/stomatologiya_dental-kompleks_na_ulitse_pushkina/	['+74212302062', '+74212420742', '+74212304025']	Хабаровск,   улица Пушкина,   58, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdental-kompleks.ru%2F&hash=c166f9bd9d863f40a535d1f4783eab19&from=54667acd40c088ea5a8ed691.7fc4&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_dental-kompleks_na_ulitse_pushkina%2F
89	Стоматологическая клиника ИПКСЗ Стомадент-ДВ	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_ipksz_stomadent-dv/	['+74212722211', '+74212741761', '+74212723511', '+74212724832']	Хабаровск,   улица Тихоокеанская,   171в, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstomadent-dv.ipksz.ru&hash=6524ab4dbc6f365cede312bb2673b8eb&from=54667ad340c088ea5a8ed9d6.fb49&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_ipksz_stomadent-dv%2F
90	Стоматологический центр Добро-Дент	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_dobro-dent_na_komsomolskoj_ulitse/	['+79243052123']	Хабаровск,   улица Комсомольская,   73а	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B4%D0%BE%D0%B1%D1%80%D0%BE%D0%B4%D0%B5%D0%BD%D1%8227.%D1%80%D1%84&hash=73b149a0c58f2054743b4abe719433ea&from=5ffde6a27f256f281513061a.b64a&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_dobro-dent_na_komsomolskoj_ulitse%2F
91	Стоматологический центр Региостом	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_regiostom_na_ulitse_rudneva/	['+74212422552', '+74212630433']	Хабаровск,   улица Руднева,   39, 34 офис; 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fwww.regiostom.ru&hash=f1da67f019120a53da7ef2950c0a4cd9&from=54667acf40c088ea5a8ed832.c43d&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_regiostom_na_ulitse_rudneva%2F
92	Медицинский центр Иволга	https://khabarovsk.zoon.ru/medical/meditsinskij_tsentr_ivolga_na_ulitse_lenina/		Хабаровск,   Ленина,   60	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fivolga-expert.ru%2F&hash=da96ceecd59fa296d82d1e9362b7ba3b&from=54667ad340c088ea5a8eda0b.a1bd&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_ivolga_na_ulitse_lenina%2F
93	Стоматологическая клиника ДеЛюкс	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_delyuks/	['+74212201510', '+74212788280']	Хабаровск,   улица Краснореченская,   193, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstom-deluxe.ru&hash=7e5938885322f0df5a272d544a86b11f&from=54667ad540c088ea5a8edb4f.51f8&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_delyuks%2F
94	Многопрофильная поликлиника Клиника Современных Технологий	https://khabarovsk.zoon.ru/medical/mnogoprofilnaya_poliklinika_klinika_sovremennyh_tehnologij_v_krasnoflotskom_rajone/	['+74212488888', '+74212483333', '+74212482222', '+74212467910']	Хабаровск,   улица Руднева,   17, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fkst27.ru%2F&hash=76f2283fa63a5f06d48e03107db578c6&from=54667ace40c088ea5a8ed729.9d68&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fmnogoprofilnaya_poliklinika_klinika_sovremennyh_tehnologij_v_krasnoflotskom_rajone%2F
95	Стоматологическая поликлиника Ден-тал-из № 25	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_den-tal-iz_no25_na_bolshoj_ulitse/	['+74212470333', '+74212470555', '+74212606760']	Хабаровск,   улица Большая,   6, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fden-tal-ez.medkhv.ru&hash=aa5569ba973f40e6196b9803aa550ea0&from=5567099b40c0886b4c8cce44.6198&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_den-tal-iz_no25_na_bolshoj_ulitse%2F
96	Городская поликлиника № 15	https://khabarovsk.zoon.ru/medical/gorodskaya_poliklinika_15_v_industrialnom_rajone/	['+74212592331', '+74212592330', '+74212592351', '+74212592341']	Хабаровск,   улица Ульяновская,   156, 4 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.%D0%BF%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B015.%D1%80%D1%84&hash=6fa0f0cc45a01c75feeeb6cf2d334245&from=54667ace40c088ea5a8ed6f5.5844&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fgorodskaya_poliklinika_15_v_industrialnom_rajone%2F
97	Стоматологическая клиника Оникс	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_oniks_v_industrialnom_rajone/	['+74212456545', '+79243086545']	Хабаровск,   улица Шевчука,   42, 5 этаж	
98	Стоматологический центр Вика-дент ДВ	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_vika-dent_dv/	['+74212205587', '+79141585587']	Хабаровск,   улица Карла Маркса,   144, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-%D0%B2-%D1%85%D0%B0%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B5.%D1%80%D1%84&hash=ba51da32113ff4bad65b18c833570f5d&from=54667ad440c088ea5a8edb06.7076&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_vika-dent_dv%2F
99	Стоматология Денталика	https://khabarovsk.zoon.ru/medical/stomatologiya_dentalika_na_ulitse_vojkova/	['+79224487788', '+74212938993']	Хабаровск,   улица Войкова,   8, 1 офис; 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B4%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D0%B8%D0%BA%D0%B0-27.%D1%80%D1%84&hash=6852c1c819031d1188ff52a3ac7ee105&from=5e71ddeb90c48c2a8910e0e5.dfa8&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_dentalika_na_ulitse_vojkova%2F
100	Стоматология Да Винчи	https://khabarovsk.zoon.ru/medical/stomatologiya_da_vinchi/	['+74212474848']	Хабаровск,   улица Запарина,   2г, 1—2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdavincident.ru&hash=0efd626919ed91543d20c483bc3973d9&from=5a3bc2a9a24fd912fa06c0f0.9a7e&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_da_vinchi%2F
101	Стоматология Галерея Улыбок	https://khabarovsk.zoon.ru/medical/stomatologiya_galereya_ulybok_na_ulitse_lva_tolstogo/	['+74212572167', '+74212563704']	Хабаровск,   улица Льва Толстого,   38, 1 этаж	
102	Стоматологическая клиника Кореан дент	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_korean_dent_na_volochaevskoj_ulitse/	['+74212906798']	Хабаровск,   Волочаевская,   107	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fkoreandent.ru&hash=647dd4bbab814ec9644603c939cb2f83&from=5c13f853c202211c1225fc9f.4ceb&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_korean_dent_na_volochaevskoj_ulitse%2F
103	Стоматология Белый клык	https://khabarovsk.zoon.ru/medical/stomatologiya_belyj_klyk/	['+74212236474']	Хабаровск,   улица ДОС,   40, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9-%D0%BA%D0%BB%D1%8B%D0%BA27.%D1%80%D1%84&hash=a3409c5645015bc0a47fbfd64297fb03&from=54667ad240c088ea5a8ed91c.efe2&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_belyj_klyk%2F
104	Стоматологическая клиника Восток	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_vostok_na_volochaevskoj_ulitse/	['+74212613713', '+74212413913']	Хабаровск,   улица Волочаевская,   107, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fvostokstom.ru&hash=6e75bc7ea7bd87e117988d22308845d2&from=54667ace40c088ea5a8ed75c.1f64&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_vostok_na_volochaevskoj_ulitse%2F
105	Стоматологический центр Стомэксперт	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_stomekspert/	['+74212218432', '+79941303070']	Хабаровск,   улица Волочаевская,   10, 1 этаж	
106	Стоматологическая клиника Марстом	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_marstom_na_klubnoj_ulitse/	['+74212200425']	Хабаровск,   улица Клубная,   23, 1 помещение	
107	Стоматологическая клиника Vivaldi	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_vivaldi/	['+74212981888']	Хабаровск,   улица Гайдара,   13, 1 этаж	
108	Стоматологическая студия VipStom	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_studiya_vipstom/	['+74212241777']	Хабаровск,   улица Фурманова,   2а	
109	Стоматологическая клиника Мой любимый стоматолог	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_moj_lyubimyj_stomatolog/	['+74212606666', '+79622206666']	Хабаровск,   улица Карла Маркса,   109д	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fmylovestom27.ru&hash=bd4067b3457b3c75f096e7086562d512&from=58e2557240c08875708d8648.7425&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_moj_lyubimyj_stomatolog%2F
110	Стоматология Dental Pro	https://khabarovsk.zoon.ru/medical/stomatologiya_dental_pro_na_amurskom_bulvare/	['+74212910303', '+79098510333']	Хабаровск,   Амурский бульвар,   49	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fdentalprokhv.ru%2F&hash=0d2ecb0ff8afe22b3a0b5b2d0447532c&from=5b9f45d5ebbb9d2f5f202060.065d&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_dental_pro_na_amurskom_bulvare%2F
111	Стоматологический центр G-stom	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_g-stom/	['+74212900660', '+79241100660']	Хабаровск,   улица Краснореченская,   149, 2 этаж	
112	Стоматологический центр Авиценна стом	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_avitsenna_stom/	['+79141945067']	Хабаровск,   улица Краснореченская,   155, 1 офис; 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fklinik.gorpolikliniki.ru%2Fhabarovskij-kraj%2Fhabarovsk%2Fn8482&hash=4ad93981464f3a83193d924d1c0a977e&from=54667ad540c088ea5a8edb5f.c95a&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_avitsenna_stom%2F
113	Стоматологическая клиника Новая стоматология	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_novaya_stomatologiya/	['+74212216204', '+79098220680']	Хабаровск,   улица Постышева,   22, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fnovastoma.info&hash=de2f02582067c2f142dbe5cc276cb88b&from=54667acf40c088ea5a8ed880.0bfd&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_novaya_stomatologiya%2F
114	Авторская стоматология	https://khabarovsk.zoon.ru/medical/avtorskaya_stomatologiya/	['+79244030078', '+74212609655']	Хабаровск,   улица Серышева,   44	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.avtorskaya-st.ru%2F&hash=a94f3bb676ecdfbd676f10da61d2e9de&from=54667ad540c088ea5a8edb63.2a7d&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Favtorskaya_stomatologiya%2F
115	Клиника Вита	https://khabarovsk.zoon.ru/medical/klinika_vita/	['+74212237418', '+74212778789']	Хабаровск,   улица Дзержинского,   40А, цокольный этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fwww.%D0%B2%D0%B8%D1%82%D0%B0.site&hash=c5d3dd7c67cabaceb98d1a12f58bc754&from=54667ad340c088ea5a8eda07.a09e&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fklinika_vita%2F
116	Стоматология Щелкунчик	https://khabarovsk.zoon.ru/medical/stomatologiya_schelkunchik/	['+74212252515']	Хабаровск,   улица Краснореченская,   149, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fschelkunchik27.ru%2F&hash=4eabd241b90163117ad0359a482f0212&from=54667ad340c088ea5a8ed9a2.e934&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_schelkunchik%2F
117	Клиника Дантист	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_dantist_na_ulitse_chehova/	['+74213777285']	Хабаровский край,   рп. Ванино,   Чехова улица,   5	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdantist-klinika.ru&hash=8b47a3d21c72031cd6c7c65b762f5aac&from=5ffea4a2f8e4a051a7120af9.d3d9&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dantist_na_ulitse_chehova%2F
118	Клиника Мастер-дент	https://khabarovsk.zoon.ru/medical/klinika_master-dent/	['+74212326637']	Хабаровск,   Амурский бульвар,   38, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fzubnoimast.ru&hash=07745e11f66f868311c7b2479db1b580&from=54667acf40c088ea5a8ed815.b529&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fklinika_master-dent%2F
119	Стоматологическая поликлиника Регион	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_region_na_ulitse_kalinina_77/	['+79842566989', '+79842576963']	Хабаровск,   улица Калинина,   77	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stomregion.ru&hash=6155f377cf6700e1f42705029682ced9&from=5567099c40c0886b4c8cce9e.a441&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_region_na_ulitse_kalinina_77%2F
120	Стоматологическая поликлиника Регион	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_region_na_ulitse_kalinina_76/	['+74212326114']	Хабаровск,   улица Калинина,   76	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stomregion.ru&hash=6155f377cf6700e1f42705029682ced9&from=5567099c40c0886b4c8cce99.6906&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_region_na_ulitse_kalinina_76%2F
121	Стоматология Трио	https://khabarovsk.zoon.ru/medical/stomatologiya_trio/	['+74212453090']	Хабаровск,   улица Рабочий городок,   6, 1 этаж	
